鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
內湖區,房地(土地+建物),臺北市內湖區內湖路二段103巷119弄1~30號,15.97,住,,,10302,土地1建物1車位0,十四層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720331,126.97,3,2,2,有,有,15150000,119320,,0.0,0
中山區,房地(土地+建物)+車位,臺北市中山區建國北路二段211~240號,0.12,住,,,10302,土地2建物1車位1,一層,015,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0990924,43.68,2,0,0,有,有,2200000,50366,坡道平面,0.39,0
中山區,房地(土地+建物),臺北市中山區新生北路三段82巷31~60號,6.29,商,,,10301,土地1建物1車位0,四層,006,套房(1房1廳1衛),住家用,鋼筋混凝土造,0810910,36.71,2,1,1,有,有,6700000,182512,,0.0,0
中山區,房地(土地+建物)+車位,臺北市中山區通北街65巷2弄1~30號,37.4,住,,,10212,土地1建物1車位1,一層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870508,184.65,4,2,2,有,有,25250000,136745,坡道平面,0.0,0
中山區,房地(土地+建物),臺北市中山區長春路61~90號,3.72,商,,,10302,土地1建物1車位0,八層,012,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0670907,37.17,2,1,1,有,有,7200000,193705,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段691~720號,26.03,商,,,10302,土地1建物1車位3,十層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001028,328.77,4,2,2,有,有,59000000,179457,坡道平面,0.0,0
中山區,房地(土地+建物),臺北市中山區撫順街1~30號,34.38,商,,,10302,土地1建物1車位0,二層,004,公寓(5樓含以下無電梯),,鋼筋混凝土造,,103.24,3,2,2,有,無,20580000,199341,,0.0,0
中山區,房地(土地+建物)+車位,臺北市中山區吉林路10巷31~60號,4.89,住,,,10302,土地1建物1車位1,九層,009,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0941012,38.730000000000004,2,1,1,有,有,10200000,263362,塔式車位,6.79,0
大同區,車位,臺北市大同區民生西路211~240號,1.53,商,,,10212,土地0建物0車位1,,,其他,,,,14.56,0,0,0,有,有,680000,,坡道平面,14.55,680000
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路一段181~210號,17.55,其他,,,10212,土地1建物1車位2,十一層,015,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,279.84000000000003,3,2,2,有,有,57730000,206296,坡道平面,56.2,0
萬華區,房地(土地+建物),臺北市萬華區長沙街二段1~30號,1.79,商,,,10302,土地11建物1車位0,八層,011,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,,18.67,1,0,1,有,無,2980000,159614,,0.0,0
大同區,房地(土地+建物)+車位,臺北市大同區延平北路一段66巷1~30號,21.3,商,,,10205,土地1建物1車位1,四層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030110,153.22,2,2,1,有,有,22180000,177532,升降平面,41.24,2300000
大同區,房地(土地+建物)+車位,臺北市大同區延平北路一段66巷1~30號,21.37,商,,,10202,土地1建物1車位1,七層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030110,154.29,2,2,1,有,有,23000000,183105,升降平面,41.24,2300000
大同區,建物,臺北市大同區延平北路一段66巷1~30號,0.0,,,,9811,土地0建物1車位2,三層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030110,159.54,2,2,1,有,有,4991000,32577,升降機械,47.56,1343000
萬華區,房地(土地+建物),臺北市萬華區青年路30巷1~30號,23.4,住,,,10302,土地1建物1車位0,六層,012,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0760316,109.91,3,2,2,有,有,16550000,150578,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區西園路二段320巷36弄31~60號,10.34,住,,,10302,土地1建物1車位0,三層,005,套房(1房1廳1衛),住家用,鋼筋混凝土造,0601012,31.56,1,0,1,有,無,4300000,136248,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區西園路一段72巷1~30號,27.4,商,,,10302,土地1建物1車位0,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600730,74.05,2,1,1,有,無,7056000,95287,,0.0,0
中正區,房地(土地+建物),臺北市中正區鎮江街1巷1~30號,24.36,商,,,10303,土地1建物1車位0,一層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0631018,132.22,3,2,2,有,有,33800000,255635,,0.0,0
文山區,房地(土地+建物),臺北市文山區興隆路二段233巷6弄1~30號,25.74,住,,,10301,土地12建物1車位0,二層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690530,103.19,3,1,2,有,無,12800000,124043,,0.0,0
文山區,房地(土地+建物),臺北市文山區景美街3巷1~30號,35.5,住,,,10301,土地1建物1車位0,二層,004,公寓(5樓含以下無電梯),,鋼筋混凝土造,,89.59,3,1,1,有,無,13000000,145105,,0.0,0
中正區,房地(土地+建物),臺北市中正區中華路二段75巷1~30號,26.91,住,,,10212,土地2建物1車位0,二層，陽台,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0650713,93.26,3,2,1,有,有,7600000,81493,,0.0,0
文山區,房地(土地+建物)+車位,臺北市文山區興隆路四段105巷1~30號,17.54,住,,,10301,土地1建物1車位1,六層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840821,109.38,2,1,1,有,有,13500000,123423,坡道平面,0.0,0
文山區,房地(土地+建物),臺北市文山區木新路三段50巷10弄1~30號,28.25,住,,,10212,土地1建物1車位0,四層，陽台,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,89.03,3,2,2,有,無,13580000,152533,,0.0,0
文山區,房地(土地+建物),臺北市文山區忠順街二段31~60號,14.37,住,,,10301,土地1建物1車位0,一層,007,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0730712,126.41000000000001,4,1,4,有,有,13500000,106795,,0.0,0
文山區,房地(土地+建物),臺北市文山區木新路三段232巷1~30號,38.63,住,,,10302,土地1建物1車位0,四層，陽台,004,公寓(5樓含以下無電梯),,鋼筋混凝土造,0630808,106.74,3,1,2,有,無,14800000,138655,,0.0,0
文山區,土地,景美段五小段541~570地號,8.99,商,,,10301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7614600,847008,,0.0,0
文山區,房地(土地+建物)+車位,臺北市文山區木柵里久康街151~180號,28.5,住,,,10302,土地1建物1車位2,二層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021217,226.94,4,2,2,有,有,31380000,153583,坡道機械,40.2,2700000
中正區,房地(土地+建物)+車位,臺北市中正區汀州路三段61~90號,31.08,住,,,10303,土地1建物1車位4,十層,010,華廈(10層含以下有電梯),住家用,鋼骨鋼筋混凝土造,1020403,285.13,3,2,2,有,有,65380000,324467,坡道機械,99.04,5000000
文山區,房地(土地+建物),臺北市文山區保儀路109巷23弄1~30號,28.25,住,,,10301,土地1建物1車位0,一層,004,公寓(5樓含以下無電梯),住家用,加強磚造,0610831,86.32,3,2,1,有,無,12500000,144810,,0.0,0
文山區,房地(土地+建物),臺北市文山區忠順街二段31~60號,17.49,住,,,10302,土地1建物1車位0,三層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730712,96.27000000000001,3,2,2,有,有,11200000,116339,,0.0,0
文山區,房地(土地+建物),臺北市文山區興隆路四段105巷31~60號,13.92,住,,,10301,土地1建物1車位0,三層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851014,43.08,0,0,0,無,有,6800000,157846,,0.0,0
文山區,房地(土地+建物),臺北市文山區木柵路三段1~30號,24.22,住,,,10301,土地1建物1車位0,三層，陽台,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,77.52,2,2,1,有,無,10000000,128999,,0.0,0
文山區,土地,萬隆段一小段691~720地號,98.0,其他,,,10212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,40816,,0.0,0
中正區,房地(土地+建物),臺北市中正區牯嶺街61~90號,14.57,商,,,10302,土地1建物1車位0,五層,010,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0791227,127.06,2,2,2,有,無,26000000,204628,,0.0,0
文山區,土地,興泰段二小段331~360地號,20.78,其他,,,10302,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,40000,1925,,0.0,0
中正區,土地,永昌段三小段361~390地號,48.2,其他,,,10301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1866300,38720,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區大理街133巷1~30號,26.2,其他,,,10302,土地1建物1車位0,二層，陽台,005,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0620418,96.73,0,2,1,有,無,12000000,124057,,0.0,0
大同區,房地(土地+建物),臺北市大同區安西街1~30號,23.2,其他,,,10302,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0661129,99.6,0,0,0,無,無,11000000,110442,,0.0,0
中正區,房地(土地+建物),臺北市中正區臨沂街1~30號,40.0,住,,,10301,土地1建物1車位0,四層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700131,193.82,4,2,2,有,有,53880000,277990,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區成都路91~120號,2.7,商,,,10303,土地3建物1車位0,八層,012,套房(1房1廳1衛),住家用,鋼筋混凝土造,0660907,32.28,1,1,1,有,有,3300000,102230,,0.0,0
大同區,土地,橋北段一小段571~600地號,4.92,其他,,,10302,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,143566,29180,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區中華路二段511~540號,17.51,住,,,10302,土地1建物1車位0,十一層,012,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,,63.09,3,1,1,有,有,10000000,158504,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區環河南路一段61~90號,1.77,商,,,10302,土地1建物1車位0,四層,012,套房(1房1廳1衛),見使用執照,鋼筋混凝土造,0660829,18.46,1,0,1,有,有,1500000,81257,,0.0,0
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路61~90號,7.55,商,,,10302,土地1建物1車位1,六層,008,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0800730,61.900000000000006,1,1,1,有,有,6800000,109855,升降機械,0.0,0
萬華區,房地(土地+建物),臺北市萬華區西園路二段372巷1~30號,15.34,住,,,10302,土地1建物1車位0,四層,005,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0650820,50.69,2,1,1,有,無,6200000,122312,,0.0,0
中山區,土地,中山段一小段631~660地號,103.93,商,,,10302,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,50000000,481093,,0.0,0
中山區,車位,臺北市中山區明水路397巷7弄61~90號,0.75,住,,,10302,土地0建物0車位1,地下一層，地下二層,007,其他,見使用執照,鋼筋混凝土造,0810618,31.380000000000003,0,0,0,有,有,1080000,,坡道平面,31.17,1080000
中山區,土地,德惠段四小段361~390地號,33.16,商,,,10302,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15050000,453860,,0.0,0
中山區,土地,德惠段四小段361~390地號,30.87,商,,,10302,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14000000,453515,,0.0,0
中山區,土地,德惠段四小段361~390地號,225.1,商,,,10302,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,149580000,664505,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區新明路331~360號,18.78,工,,,10212,土地1建物1車位1,二層,005,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0980403,130.87,2,1,1,有,有,15520000,118591,坡道平面,54.41,0
內湖區,房地(土地+建物),臺北市內湖區民權東路六段121~150號,3.42,商,,,10301,土地1建物1車位0,十層,014,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980106,42.1,1,0,1,有,有,8460000,200950,,0.0,0
中山區,房地(土地+建物),臺北市中山區中山北路一段105巷1~30號,7.7,商,,,10302,土地1建物1車位0,五層,007,套房(1房1廳1衛),住家用,鋼筋混凝土造,0710420,57.510000000000005,1,1,1,有,有,7580000,131803,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區內湖路二段271~300號,33.71,住,,,10302,土地1建物1車位0,三層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780718,183.95000000000002,4,2,2,有,有,30380000,165154,,0.0,0
中山區,房地(土地+建物),臺北市中山區民族東路410巷1~30號,26.0,商,,,10302,土地1建物1車位0,四層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650303,94.91,3,2,2,有,無,12500000,131704,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區成功路二段271~300號,38.5,住,,,10303,土地1建物1車位0,一層，騎樓,004,店面(店鋪),住家用,鋼筋混凝土造,0661017,107.64,0,0,1,有,無,42000000,390190,,0.0,0
中山區,房地(土地+建物),臺北市中山區德惠街198巷1~30號,35.25,住,,,10302,土地1建物1車位0,二層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640826,95.7,3,2,1,有,無,15500000,161964,,0.0,0
中山區,房地(土地+建物)+車位,臺北市中山區伊通街1~30號,98.11,住,,,10301,土地1建物1車位4,一層，夾層，地下一層,005,店面(店鋪),商業用,鋼筋混凝土造,0830829,538.05,0,3,1,有,有,100000000,185856,升降平面,0.0,0
內湖區,車位,臺北市內湖區民權東路六段296巷31~60號,0.7,住,,,10303,土地0建物0車位1,地下三層,009,其他,停車空間,鋼筋混凝土造,0970408,34.25,0,0,0,有,有,1200000,,坡道平面,34.25,1200000
內湖區,土地,康寧段四小段391~420地號,188.0,其他,,,10301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8981700,47775,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路五段450巷22弄1~30號,15.95,住,,,10302,土地1建物1車位1,十四層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870925,96.16999999999999,3,2,1,有,有,22000000,228762,升降機械,19.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路361~390號,42.46,其他,,,10303,土地1建物1車位2,九層,012,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021017,248.37,0,0,0,無,有,41000000,178528,坡道平面,42.8,4300000
內湖區,房地(土地+建物)+車位,臺北市中山區新明路298巷1~30號,47.12,工,,,10302,土地1建物1車位3,六層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0990430,372.12,3,1,3,有,有,52000000,139740,坡道平面,0.0,0
內湖區,房地(土地+建物),臺北市內湖區康樂街48巷1~30號,30.99,住,,,10302,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741002,108.46,3,2,2,有,無,12720000,117278,,0.0,0
內湖區,車位,臺北市內湖區民權東路六段296巷31~60號,0.7,住,,,10303,土地0建物0車位1,地下三層,009,其他,停車空間,鋼筋混凝土造,0970408,34.25,0,0,0,有,有,1200000,,坡道平面,34.25,1200000
內湖區,車位,臺北市內湖區民權東路六段296巷31~60號,0.7,住,,,10303,土地0建物0車位1,地下三層,009,其他,停車空間,鋼筋混凝土造,0970408,34.25,0,0,0,有,無,1200000,,坡道平面,34.25,1200000
中山區,房地(土地+建物),臺北市中山區北安路767巷1~30號,29.28,住,,,10302,土地3建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0751120,109.38,3,2,2,有,無,18000000,164564,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路三段76巷31~60號,52.73,住,,,10212,土地1建物1車位4,七層,008,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020607,380.35,4,2,3,有,有,75880000,259173,坡道平面,118.44,8000000
中山區,車位,臺北市中山區堤頂大道二段331~360號,2.18,住,,,10301,土地0建物0車位1,,,其他,,,,17.26,0,0,0,有,有,2500000,,坡道平面,17.26,2500000
內湖區,車位,臺北市內湖區民權東路六段280巷155弄211~240號,0.0,,,,10302,土地0建物0車位1,,,其他,,,,29.71,0,0,0,有,有,290000,,升降機械,29.71,290000
內湖區,車位,臺北市內湖區民權東路六段280巷155弄211~240號,0.0,,,,10303,土地0建物0車位1,,,其他,,,,29.71,0,0,0,有,有,300000,,升降機械,29.71,300000
松山區,房地(土地+建物),臺北市松山區寧安街7巷1~30號,50.84,住,,,10301,土地1建物1車位0,二層，陽台,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,141.82,4,2,2,有,無,27300000,192498,,0.0,0
松山區,房地(土地+建物),臺北市松山區光復北路190巷1~30號,44.65,住,,,10301,土地1建物1車位0,二層,012,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0860718,209.59,4,2,2,有,有,43700000,208502,,0.0,0
南港區,房地(土地+建物)+車位,臺北市南港區重陽路125巷36弄1~30號,64.01,住,,,10302,土地1建物1車位1,四層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0920314,214.34,4,2,2,有,有,32500000,151628,坡道平面,32.55,0
內湖區,房地(土地+建物)+車位,臺北市中山區環山路一段1~30號,70.4,住,,,10301,土地1建物1車位4,十二層,024,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0981007,475.65,4,2,2,有,有,120000000,252286,坡道平面,0.0,0
中山區,房地(土地+建物)+車位,臺北市中山區林森北路331~360號,17.61,商,,,10212,土地1建物1車位1,十層,024,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1021101,235.59,3,2,2,有,有,38016000,169272,坡道平面,26.66,2650000
內湖區,房地(土地+建物),臺北市內湖區民權東路六段56巷5弄1~30號,22.87,住,,,10303,土地1建物1車位0,四層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720608,85.03,2,2,1,有,無,11800000,138775,,0.0,0
中山區,房地(土地+建物),臺北市中山區撫順街41巷1~30號,18.12,商,,,10212,土地1建物1車位0,三層,010,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780119,136.51,3,2,2,有,有,22709500,166358,,0.0,0
中山區,房地(土地+建物)+車位,臺北市中山區敬業三路162巷31~60號,47.09,住,,,10301,土地1建物1車位1,九層,010,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890628,155.72,3,2,2,有,有,23500000,150912,坡道平面,0.0,0
信義區,車位,臺北市信義區莊敬路451~480號,0.65,商,,,10302,土地0建物0車位1,地下層,007,其他,見使用執照,鋼筋混凝土造,,26.5,0,0,0,有,有,1850000,,坡道平面,26.51,1850000
松山區,土地,西松段三小段601~630地號,5.2,其他,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1273125,244832,,0.0,0
松山區,土地,西松段三小段181~210地號,1.0,商,,,10301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1048270,0,,0.0,0
信義區,房地(土地+建物),臺北市信義區忠孝東路五段295巷2弄1~30號,29.04,住,,,10301,土地1建物1車位0,一層,005,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0780425,124.1,3,2,2,有,無,31800000,256245,,0.0,0
信義區,房地(土地+建物),臺北市信義區基隆路一段1~30號,8.91,商,,,10212,土地5建物1車位0,七層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021107,83.28,2,1,1,有,有,21550000,258766,,0.0,0
松山區,建物,臺北市松山區延壽街1~30號,0.0,,,,10301,土地0建物1車位0,十三層,013,套房(1房1廳1衛),住家用,鋼筋混凝土造,0880428,50.79,1,1,1,有,有,7500000,147667,,0.0,0
松山區,房地(土地+建物),臺北市松山區南京東路五段291巷20弄1~30號,12.64,住,,,10302,土地1建物1車位0,五層,007,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020423,53.900000000000006,1,1,1,有,有,14100000,261596,,0.0,0
松山區,房地(土地+建物),臺北市松山區民族東路668巷2弄1~30號,19.5,住,,,10302,土地2建物1車位0,三層,004,公寓(5樓含以下無電梯),住家用,加強磚造,,44.41,3,2,2,有,無,3800000,85566,,0.0,0
信義區,房地(土地+建物)+車位,臺北市信義區中坡南路22巷1~30號,13.82,住,,,10302,土地1建物1車位2,一層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1021107,109.59,1,1,1,有,有,25200000,307953,升降機械,38.8,3400000
信義區,房地(土地+建物)+車位,臺北市信義區中坡南路22巷1~30號,12.01,住,,,10302,土地1建物1車位2,一層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1021107,99.75999999999999,1,1,1,有,有,22050000,309219,升降機械,38.8,3200000
信義區,房地(土地+建物)+車位,臺北市信義區中坡南路22巷1~30號,17.4,住,,,10302,土地1建物1車位1,二層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1021107,114.49000000000001,1,1,1,有,有,25600000,252392,升降機械,19.4,1600000
信義區,房地(土地+建物)+車位,臺北市信義區中坡南路22巷1~30號,17.4,住,,,10302,土地1建物1車位1,四層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1021107,114.49000000000001,1,1,1,有,有,25800000,252392,升降機械,19.4,1800000
信義區,房地(土地+建物)+車位,臺北市信義區中坡南路22巷1~30號,17.4,住,,,10302,土地1建物1車位1,五層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1021107,114.49000000000001,1,1,1,有,有,26700000,261857,升降機械,19.4,1800000
信義區,房地(土地+建物)+車位,臺北市信義區中坡南路22巷1~30號,17.4,住,,,10302,土地1建物1車位1,六層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1021107,114.49000000000001,1,1,1,有,有,28000000,275528,升降機械,19.4,1800000
信義區,房地(土地+建物),臺北市信義區吳興街432巷91~120號,36.36,住,,,10302,土地1建物1車位0,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730818,126.54,3,2,2,有,無,16600000,131184,,0.0,0
松山區,房地(土地+建物),臺北市松山區健康路1~30號,37.21,住,,,10301,土地5建物1車位0,二層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680716,198.82,5,2,4,有,有,42000000,211246,,0.0,0
松山區,房地(土地+建物)+車位,臺北市松山區三民路43巷1~30號,43.4,住,,,10302,土地1建物1車位1,十一層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951218,201.73,3,2,2,有,有,27600000,136817,坡道平面,0.0,0
士林區,房地(土地+建物),臺北市士林區忠誠路二段91~120號,31.06,住,,,10212,土地1建物1車位0,十二層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750812,293.11,4,2,3,有,有,70050000,238989,,0.0,0
北投區,房地(土地+建物),臺北市北投區石牌路二段315巷1~30號,15.97,住,,,10301,土地1建物1車位0,五層,005,套房(1房1廳1衛),住家用,鋼筋混凝土造,0851120,51.370000000000005,1,1,1,有,有,8000000,155733,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區雙全街1~30號,11.18,商,,,10302,土地2建物1車位1,一層,013,店面(店鋪),見其他登記事項,鋼筋混凝土造,0960518,127.7,0,1,1,有,有,13550000,106108,升降機械,39.78,0
士林區,房地(土地+建物),臺北市士林區劍潭路55巷17弄1~30號,33.6,住,,,10302,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730502,117.64,6,0,6,有,無,19700000,167460,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區溫泉路73巷1~30號,7.8,商,,,10212,土地1建物1車位1,五層,012,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980908,65.07,1,1,1,有,有,8120000,124789,升降平面,15.44,0
士林區,土地,三玉段五小段751~780地號,2.17,其他,,,10302,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,158411,73000,,0.0,0
士林區,房地(土地+建物),臺北市士林區德行東路132巷5弄1~30號,0.12,住,,,10303,土地1建物1車位0,一層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710428,0.32,0,0,0,無,無,67500,0,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區光明路241~270號,18.39,其他,,,10303,土地1建物2車位2,七層,019,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980818,209.33999999999997,1,2,2,有,有,26000000,124200,坡道平面,86.08,0
士林區,房地(土地+建物),臺北市士林區中山北路七段14巷59弄1~30號,32.12,住,,,10302,土地1建物1車位0,一層,005,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0731121,121.71000000000001,4,2,2,有,有,22500000,184866,,0.0,0
北投區,房地(土地+建物),臺北市北投區尊賢街211~240號,22.67,住,,,10301,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660114,73.23,2,1,1,有,無,11900000,162502,,0.0,0
北投區,房地(土地+建物),臺北市北投區中和街361~390號,10.13,其他,,,10302,土地1建物1車位0,四層，電梯樓梯間,019,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870624,86.51,2,1,1,有,有,10780000,124610,,0.0,0
士林區,房地(土地+建物)+車位,臺北市士林區福林路100巷61~90號,83.47,住,,,10303,土地1建物1車位1,五層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980316,216.43,4,2,2,有,有,45678901,211056,坡道平面,33.14,0
北投區,房地(土地+建物),臺北市北投區豐年路二段61~90號,18.33,住,,,10301,土地1建物1車位0,二層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661229,97.56,3,2,1,有,無,10500000,107626,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區石牌路二段315巷31~60號,51.95,住,,,10111,土地1建物1車位1,四層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021023,262.52,4,2,2,有,有,37750000,169600,坡道平面,51.14,1900000
北投區,房地(土地+建物),臺北市北投區中央北路四段142巷1~30號,30.39,住,,,10301,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730216,118.37,3,2,2,有,無,10500000,88705,,0.0,0
大安區,房地(土地+建物),臺北市大安區金華街211~240號,20.95,住,,,10302,土地1建物1車位0,四層，陽台,004,公寓(5樓含以下無電梯),,鋼筋混凝土造,,84.84,4,0,4,有,無,24500000,288779,,0.0,0
大安區,房地(土地+建物)+車位,臺北市大安區臥龍街301~330號,25.68,住,,,10302,土地2建物1車位1,十層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990513,168.95,3,2,2,有,有,31770000,188044,坡道平面,46.0,0
大安區,房地(土地+建物),臺北市大安區新生南路三段70巷2弄1~30號,21.11,住,,,10301,土地2建物1車位0,全,002,透天厝,,加強磚造,,17.14,3,2,2,有,無,6370000,371645,,0.0,0
大安區,房地(土地+建物),臺北市大安區復興南路二段125巷20弄1~30號,29.5,住,,,10301,土地1建物1車位0,四層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0601013,89.43,3,2,2,有,無,22050000,246562,,0.0,0
大安區,房地(土地+建物),臺北市大安區基隆路二段132巷1~30號,43.57,商,,,10301,土地2建物1車位0,四層，陽台,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,183.46,3,2,3,有,無,12200000,66500,,0.0,0
