"主管機關","地區","熱點名稱","地址","緯度","經度"
"衛生福利部","彰化縣","衛生福利部彰化老人養護中心","500彰化縣彰化市桃源里虎崗路1號","24.056391","120.57221"
"彰化縣政府","彰化縣","彰化縣環境保護局熱點水保科","500彰化縣彰化市健興路1號","24.067371","120.552595"
"彰化縣政府","彰化縣","彰化縣環境保護局熱點行政科","500彰化縣彰化市健興路1號","24.067371","120.552595"
"交通部","彰化縣","彰化師大郵局","500彰化縣彰化市進德路1號","24.082589","120.558357"
"交通部","彰化縣","彰化過溝仔郵局","500彰化縣彰化市新興里彰美路一段166號","24.08872","120.538232"
"交通部","彰化縣","彰化莿桐腳郵局","500彰化縣彰化市彰水路35-7號","24.061819","120.51936"
"交通部","彰化縣","彰化中庄仔郵局","500彰化縣彰化市彰南路一段115號","24.087813","120.568065"
"交通部","彰化縣","彰化大竹郵局","500彰化縣彰化市彰南路二段209號","24.085031","120.581368"
"交通部","彰化縣","臺鐵局彰化機務段扇形車庫","500彰化縣彰化市彰美路1段1號","24.086127","120.539841"
"交通部","彰化縣","國道新建工程局第二區工程處","500彰化縣彰化市彰鹿路176號1樓","24.0536027","120.5151506"
"交通部","彰化縣","芬園郵局","502彰化縣芬園鄉社口村芬草路二段225號","24.013522","120.630616"
"交通部","彰化縣","花壇郵局","503彰化縣花壇鄉中正路316號","24.025638","120.538582"
"交通部","彰化縣","臺鐵局花壇站候車室","503彰化縣花壇鄉中正路370號","24.0249719","120.537345"
"交通部","彰化縣","公路總局臺中區監理所彰化監理站-1","503彰化縣花壇鄉南口村中山路二段457號","24.036437","120.535474"
"經濟部","彰化縣","自來水公司花壇營運所","503彰化縣花壇鄉灣雅村花橋街11號","24.019982","120.556932"
"交通部","彰化縣","秀水郵局","504彰化縣秀水鄉福安村彰水路二段583號","24.030849","120.496295"
"財政部","彰化縣","兆豐國際商銀鹿港分行","505彰化縣鹿港鎮中山路254號","24.055955","120.433953"
"經濟部","彰化縣","台電公司鹿港服務所大廳","505彰化縣鹿港鎮中山路328號","24.057711","120.433052"
"彰化縣政府","彰化縣","彰化縣鹿港地政事務所","505彰化縣鹿港鎮民權路152號","24.05715","120.435552"
"彰化縣政府","彰化縣","彰化縣警察局鹿港分局","505彰化縣鹿港鎮永安里東興路300號","24.059279","120.43818"
"交通部","彰化縣","鹿港郵局","505彰化縣鹿港鎮成功路1號","24.055376","120.432336"
"交通部","彰化縣","鹿港草港郵局","505彰化縣鹿港鎮草中里頂草路四段406號","24.108125","120.459429"
"交通部","彰化縣","鹿港頂番郵局","505彰化縣鹿港鎮頂番里鹿和路4段147號","24.087806","120.482647"
"經濟部","彰化縣","彰濱工業區服務中心-鹿港汙水廠","505彰化縣鹿港鎮鹿工北三路8號1F","24.080538","120.3945582"
"經濟部","彰化縣","彰濱工業區服務中心","505彰化縣鹿港鎮鹿工路2號1F","24.078788","120.413937"
"經濟部","彰化縣","自來水公司鹿港營運所","505彰化縣鹿港鎮鹿和路一段184號","24.060768","120.442107"
"交通部","彰化縣","鹿港彰濱郵局","505彰化縣鹿港鎮鹿草路1段449號","24.06557","120.435687"
"交通部","彰化縣","福興郵局","506彰化縣福興鄉員鹿路二段184號","24.039444","120.436209"
"交通部","彰化縣","福興福工郵局","506彰化縣福興鄉萬豐村福工路1號","24.011923","120.486984"
"經濟部","彰化縣","福興(兼埤頭及田中)工業區服務中心-福興","506彰化縣福興鄉萬豐村福工路1號1樓","24.0119229","120.486984"
"財政部","彰化縣","臺灣土地銀行福興分行","506彰化縣福興鄉彰鹿路七段399號1~4樓","24.047415","120.446546"
"交通部","彰化縣","線西郵局","507彰化縣線西鄉寓埔村和線路949號","24.130384","120.4707"
"經濟部","彰化縣","彰濱工業區服務中心-線西汙水廠","507彰化縣線西鄉彰濱西5路6號","24.1521024","120.4335535"
"交通部","彰化縣","和美道周郵局","508彰化縣和美鎮山犁里道周路458、460號","24.109021","120.494464"
"交通部","彰化縣","和美郵局","508彰化縣和美鎮彰美路五段331號","24.111095","120.499158"
"交通部","彰化縣","和美中寮郵局","508彰化縣和美鎮彰新路三段123、125號","24.10646","120.530456"
"交通部","彰化縣","伸港郵局","509彰化縣伸港鄉新港村中山路100號","24.146851","120.484676"
"經濟部","彰化縣","全興工業區服務中心","509彰化縣伸港鄉溪底村興工路67號2樓","24.171435","120.510972"
"交通部","彰化縣","伸港全興郵局","509彰化縣伸港鄉興工路67號","24.171435","120.510972"
"彰化縣政府","彰化縣","彰化縣員林鎮公所服務台","510彰化縣員林鎮三民街18號","23.95898","120.57435"
"經濟部","彰化縣","中油公司彰化縣員林鎮員林站","510彰化縣員林鎮三多里中山路2段495號","23.9709349","120.571068"
"財政部","彰化縣","財政部中區國稅局員林稽徵所","510彰化縣員林鎮三義里惠明街319號","23.951975","120.564627"
"財政部","彰化縣","兆豐國際商銀員林分行","510彰化縣員林鎮大同路1段338號","23.963156","120.579806"
"交通部","彰化縣","員林三橋郵局","510彰化縣員林鎮大同路2段137號","23.968695","120.577664"
"彰化縣政府","彰化縣","彰化縣員林地政事務所","510彰化縣員林鎮大同路一段318號","23.962665","120.579714"
"彰化縣政府","彰化縣","彰化縣警察局員林分局","510彰化縣員林鎮大同路一段319號","23.96296","120.579586"
"臺灣高等法院","彰化縣","臺灣彰化地方法院","510彰化縣員林鎮中山路2段240號","23.966431","120.571475"
"法務部","彰化縣","臺灣彰化地方法院檢察署1樓等候區","510彰化縣員林鎮中山路2段240號","23.966136","120.57144"
"財政部","彰化縣","臺灣土地銀行員林分行","510彰化縣員林鎮中山路二段100號","23.964921","120.570745"
"臺灣高等法院","彰化縣","臺灣彰化地方法院(第二辦公區)","510彰化縣員林鎮中正路36號","23.949606","120.576174"
"交通部","彰化縣","員林中正路郵局","510彰化縣員林鎮中正路457號","23.958548","120.572154"
"交通部","彰化縣","員林南門郵局","510彰化縣員林鎮中正路63、65號","23.950811","120.575568"
"財政部","彰化縣","臺灣銀行員林分行","510彰化縣員林鎮民生路63號","23.956479","120.574691"
"交通部","彰化縣","臺鐵局員林站候車室","510彰化縣員林鎮民權街55號","23.95947","120.569993"
"交通部","彰化縣","員林惠來郵局","510彰化縣員林鎮員水路1段338號","23.95121","120.59707"
"交通部","彰化縣","員林郵局","510彰化縣員林鎮員東路二段488號","23.957657","120.577318"
"交通部","彰化縣","員林西門郵局","510彰化縣員林鎮新生路85號","23.95825","120.568534"
"勞動部","彰化縣","勞動部勞動力發展署中彰投分署就服中心員林就業服務站洽公櫃台","510彰化縣員林鎮靜修東路33號","23.963175","120.575256"
"勞動部","彰化縣","勞動部勞動力發展署中彰投分署就業服務中心(員林就服站2F)","510彰化縣員林鎮靜修東路33號","23.963392","120.575273"
"勞動部","彰化縣","勞動部勞動力發展署中彰投分署就業服務中心(員林就服站B1)","510彰化縣員林鎮靜修東路33號","23.963392","120.575273"
"財政部","彰化縣","財政部國有財產署中區分署彰化辦事處","510彰化縣員林鎮靜修路23號","23.962502","120.572279"
"經濟部","彰化縣","自來水公司員林營運所","510彰化縣員林鎮靜修路74-21號","23.963005","120.563506"
"交通部","彰化縣","社頭湳雅郵局","511彰化縣社頭鄉平和村山腳路三段325號","23.919308","120.604639"
"交通部","彰化縣","臺鐵局社頭站候車室","511彰化縣社頭鄉社站路10號","23.895726","120.580766"
"交通部","彰化縣","社頭郵局","511彰化縣社頭鄉員集路二段195號","23.898339","120.587628"
"交通部","彰化縣","永靖郵局","512彰化縣永靖鄉永靖街27號","23.920361","120.546642"
"交通部","彰化縣","埔心太平郵局","513彰化縣埔心鄉中山路66、68號","23.93882","120.559097"
"衛生福利部","彰化縣","彰化醫院-1樓大廳","513彰化縣埔心鄉中正路二段80號","23.949602","120.527228"
"交通部","彰化縣","埔心郵局","513彰化縣埔心鄉忠義北路70號","23.954401","120.543192"
"經濟部","彰化縣","台糖公司台中區處辦公大樓1樓","514彰化縣溪湖鎮大竹里彰水路2段762號","23.9520361","120.481195"
"彰化縣政府","彰化縣","彰化縣警察局溪湖分局","514彰化縣溪湖鎮青雅路88號","23.967097","120.483305"
"交通部","彰化縣","溪湖湖西郵局","514彰化縣溪湖鎮湖西里大公路34號","23.960806","120.475527"
"經濟部","彰化縣","自來水公司溪湖營運所","514彰化縣溪湖鎮湖東里大溪路二段61號","23.967538","120.487077"
"交通部","彰化縣","溪湖郵局","514彰化縣溪湖鎮彰水路3段430號","23.962222","120.480092"
"交通部","彰化縣","大村郵局","515彰化縣大村鄉大溪路2號","23.994103","120.544834"
"彰化縣政府","彰化縣","彰化大村鄉公所二樓禮堂","515彰化縣大村鄉中正西338號","23.993408","120.547271"
"彰化縣政府","彰化縣","彰化大村鄉公所前庭","515彰化縣大村鄉中正西路338號","23.993408","120.547271"
"交通部","彰化縣","臺鐵局大村站候車室","515彰化縣大村鄉過溝村5鄰福進路100號","23.989984","120.560548"
"交通部","彰化縣","埔鹽郵局","516彰化縣埔鹽鄉埔南村彰水路二段100號","23.992214","120.477263"
"交通部","彰化縣","臺鐵局田中站候車室","520彰化縣田中鎮中州路一段1號","23.858399","120.591262"
"衛生福利部","彰化縣","衛生福利部中區老人之家","520彰化縣田中鎮中南路二段210號","23.855974","120.615956"
"國軍退除役官兵輔導委員會","彰化縣","國軍退除役官兵輔導委員會彰化榮譽國民之家行政大樓一樓","520彰化縣田中鎮中南路二段421號","23.851741","120.6081349"
"交通部","彰化縣","田中內灣郵局","520彰化縣田中鎮中南路二段430號","23.852969","120.605471"
"交通部","彰化縣","田中三潭郵局","520彰化縣田中鎮北洛里員集路二段616號","23.85254","120.585467"
"經濟部","彰化縣","福興(兼埤頭及田中)工業區服務中心-田中","520彰化縣田中鎮沙崙里新工三路95號1樓","23.8484914","120.5712719"
"彰化縣政府","彰化縣","彰化縣警察局田中分局","520彰化縣田中鎮沙崙里興酪路一段299號","23.847652","120.574737"
"交通部","彰化縣","田中郵局","520彰化縣田中鎮南路里員集路二段305號","23.856188","120.586375"
"財政部","彰化縣","財政部中區國稅局北斗稽徵所","521彰化縣北斗鎮中山路二段309號","23.878554","120.520723"
"經濟部","彰化縣","自來水公司北斗營運所","521彰化縣北斗鎮斗中路811號","23.870895","120.531932"
"彰化縣政府","彰化縣","彰化縣警察局北斗分局","521彰化縣北斗鎮光復路215號","23.875184","120.524011"
"交通部","彰化縣","北斗郵局","521彰化縣北斗鎮光復路226號","23.874893","120.524368"
"彰化縣政府","彰化縣","彰化縣地方稅務局北斗分局","521彰化縣北斗鎮光復路238號","23.875518","120.52415"
"交通部","彰化縣","田尾郵局","522彰化縣田尾鄉田尾村光復路三段26號","23.892385","120.5287969"
"交通部","彰化縣","埤頭路口厝郵局","523彰化縣埤頭鄉中和村溪林路273號","23.84672","120.460656"
"交通部","彰化縣","埤頭郵局","523彰化縣埤頭鄉合興村斗苑西路187號","23.891313","120.460588"
"經濟部","彰化縣","福興(兼埤頭及田中)工業區服務中心-埤頭","523彰化縣埤頭鄉崙腳村興工路1號1樓","23.8796711","120.459054"
"經濟部","彰化縣","水利署第四河川局1樓服務台","524彰化縣溪州鄉中山路三段640號","23.8541771","120.500005"
"交通部","彰化縣","溪州郵局","524彰化縣溪州鄉中央路三段321號","23.85144","120.494807"
"交通部","彰化縣","竹塘郵局","525彰化縣竹塘鄉竹林路一段366號","23.860872","120.426886"
"交通部","彰化縣","二林郵局","526彰化縣二林鎮中正路1號","23.899239","120.369468"
"交通部","彰化縣","二林萬興郵局","526彰化縣二林鎮永興里二溪路六段290號","23.954626","120.422875"
"經濟部","彰化縣","自來水公司二林營運所","526彰化縣二林鎮儒林路二段100號","23.890299","120.371481"
"交通部","彰化縣","大城郵局","527彰化縣大城鄉大城村北平路35號","23.856046","120.321583"
"彰化縣政府","彰化縣","彰化縣警察局芳苑分局","528彰化縣芳苑鄉三合村斗苑路三合段522號","23.90138","120.358029"
"交通部","彰化縣","芳苑郵局","528彰化縣芳苑鄉仁愛村斗苑路芳苑段231號","23.924199","120.320002"
"行政院海岸巡防署","彰化縣","彰化王功漁港安檢所","528彰化縣芳苑鄉王功村海埔路1949號","23.968004","120.341186"
"交通部","彰化縣","芳苑王功郵局","528彰化縣芳苑鄉芳漢路王功段300、302號","23.960802","120.337462"
"交通部","彰化縣","芳苑草湖郵局","528彰化縣芳苑鄉建平村二溪路草二段462號","23.958066","120.382904"
"經濟部","彰化縣","芳苑工業區服務中心","528彰化縣芳苑鄉後寮村工區路18號1樓","23.911831","120.346684"
"交通部","彰化縣","二水郵局","530彰化縣二水鄉二水村員集路三段741號","23.810888","120.615415"
"交通部","彰化縣","臺鐵局二水站候車室","530彰化縣二水鄉光文路1號","23.813161","120.618203"
"經濟部","彰化縣","自來水公司二水營運所","530彰化縣二水鄉員集路三段391號","23.809178","120.620961"
"交通部","南投縣","南投中山街郵局","540南投縣南投市三民里中山街259號","23.910518","120.683924"
"南投縣政府","南投縣","南投縣資訊大樓","540南投縣南投市三和一路8號","23.904083","120.689396"
"南投縣政府","南投縣","南投縣資訊大樓電腦教室","540南投縣南投市三和一路8號","23.904083","120.689396"
"交通部","南投縣","南投三和郵局","540南投縣南投市三和二路30號","23.904367","120.688465"
"南投縣政府","南投縣","南投縣南投地政事務所","540南投縣南投市三和二路60號","23.904142","120.687046"
"經濟部","南投縣","中油公司南投縣南投市南投三和站","540南投縣南投市三和里中興路549號","23.906699","120.690651"
"交通部","南投縣","南投三興郵局","540南投縣南投市三興里南崗一路34號","23.9008441","120.684257"
"財政部","南投縣","臺灣土地銀行南投分行","540南投縣南投市中山街202號","23.910014","120.685425"
"臺灣省政府","南投縣","臺灣省政府資料館第1棟","540南投縣南投市中興新村中正路2號","23.956521","120.686445"
"交通部","南投縣","南投中興郵局","540南投縣南投市中興新村中學路4號","23.949518","120.694397"
"行政院主計總處","南投縣","行政院主計總處(中部辦公園區)","540南投縣南投市中興新村光明路25號","23.938997","120.698673"
"教育部","南投縣","國立公共資訊圖書館-中興分館","540南投縣南投市中興新村光華路123號","23.949744","120.694163"
"國家發展委員會","南投縣","國家發展委員會中興辦公室","540南投縣南投市中興新村府西路71號1樓","23.959833","120.686531"
"臺灣省政府","南投縣","臺灣省政府1樓","540南投縣南投市中興新村省府路1號","23.959705","120.687647"
"臺灣省政府","南投縣","臺灣省政府2樓","540南投縣南投市中興新村省府路1號","23.959705","120.687647"
"臺灣省政府","南投縣","臺灣省政府資料館第2棟","540南投縣南投市中興新村省府路2號","23.956521","120.686445"
"財政部","南投縣","財政部國有財產署中區分署南投辦事處","540南投縣南投市中興新村省府路40號","23.956994","120.684379"
"經濟部","南投縣","經濟部中部辦公室第三科服務台","540南投縣南投市中興新村省府路4號1F","23.957895","120.686604"
"經濟部","南投縣","經濟部中部辦公室第一科服務台","540南投縣南投市中興新村省府路4號2F","23.957895","120.686604"
"交通部","南投縣","交通事業管理小組","540南投縣南投市中興新村省府路6號","23.957477","120.686542"
"交通部","南投縣","交通事業管理小組服務台","540南投縣南投市中興新村省府路6號","23.957477","120.686542"
"交通部","南投縣","公路總局臺中區監理所南投監理站","540南投縣南投市中興路201號","23.935602","120.694904"
"南投縣政府","南投縣","南投縣政府A棟5樓會議室","540南投縣南投市中興路660號","23.902533","120.690694"
"南投縣政府","南投縣","南投縣政府B棟2樓會議室","540南投縣南投市中興路660號","23.902053","120.689857"
"南投縣政府","南投縣","南投縣政府服務中心","540南投縣南投市中興路660號","23.902533","120.690694"
"南投縣政府","南投縣","南投縣政府縣民廣場","540南投縣南投市中興路660號","23.902602","120.689578"
"南投縣政府","南投縣","南投縣政府文化局圖書館","540南投縣南投市中興路669號","23.90293","120.691337"
"法務部","南投縣","臺灣南投地方法院檢察署1F單一窗口服務中心","540南投縣南投市中興路757號","23.9004285","120.6869343"
"臺灣高等法院","南投縣","臺灣南投地方法院1F庭園候審區","540南投縣南投市中興路759號","23.900736","120.688762"
"經濟部","南投縣","中油公司南投直銷中心","540南投縣南投市仁和路13號","23.9227981","120.671205"
"財政部","南投縣","兆豐國際商銀南投分行","540南投縣南投市文昌街45號","23.907366","120.687741"
"國軍退除役官兵輔導委員會","南投縣","國軍退除役官兵輔導委員會南投縣榮民服務處一樓大廳","540南投縣南投市民族路505號","23.906642","120.680596"
"國防部","南投縣","南投縣後備指揮部","540南投縣南投市民族路512號","23.907278","120.68302"
"交通部","南投縣","南投民族路郵局","540南投縣南投市民族路91、93號","23.910151","120.691715"
"國史館","南投縣","文獻館文物大樓1F","540南投縣南投市光明一路254號","23.937222","120.700699"
"交通部","南投縣","南投光明里郵局","540南投縣南投市光明里中正路648號","23.9394321","120.697178"
"行政院人事行政總處","南投縣","行政院人事行政總處地方行政研習中心文教大樓圖書室","540南投縣南投市光明路1號","23.9412251","120.70581"
"行政院人事行政總處","南投縣","行政院人事行政總處地方行政研習中心英士樓大廳","540南投縣南投市光明路1號","23.9412251","120.70581"
"內政部","南投縣","役政署第一辦公室","540南投縣南投市光明路21號","23.938433","120.699181"
"內政部","南投縣","役政署第三辦公室","540南投縣南投市光明路27號","23.9387283","120.6986424"
"財政部","南投縣","臺灣銀行中興新村分行","540南投縣南投市光華路11號","23.955818","120.688747"
"行政院農業委員會","南投縣","行政院農業委員會農糧署中興辦公區","540南投縣南投市光華路8號","23.955783","120.687429"
"交通部","南投縣","南投南崗郵局","540南投縣南投市成功三路136-1號","23.929931","120.665704"
"南投縣政府","南投縣","南投縣南投市戶政事務所","540南投縣南投市育樂一街16號","23.910527","120.689803"
"行政院勞工委員會","南投縣","行政院勞工委員會勞工保險局南投辦事處洽公櫃台","540南投縣南投市芳美路391號","23.911487","120.693611"
"南投縣政府","南投縣","南投縣政府警察局","540南投縣南投市南崗二路133號","23.909693","120.678914"
"經濟部","南投縣","南崗(兼竹山)工業區服務中心-南崗","540南投縣南投市南崗三路21號1樓","23.9269371","120.669106"
"交通部","南投縣","高速公路局南投服務區客席區與服務台","540南投縣南投市南鄉路250巷142弄6號","23.9001581","120.71088"
"財政部","南投縣","南投酒廠展售中心","540南投縣南投市軍功里東山路82號","23.921149","120.705585"
"財政部","南投縣","臺灣銀行南投分行","540南投縣南投市復興路101號","23.904698","120.687483"
"衛生福利部","南投縣","南投醫院-1樓門診掛號批價區","540南投縣南投市復興路478號","23.9139931","120.684307"
"財政部","南投縣","財政部中區國稅局南投縣分局","540南投縣南投市復興路二號4樓","23.901963","120.688832"
"經濟部","南投縣","自來水公司南投營運所","540南投縣南投市彰南路1段550號","23.89475","120.688196"
"南投縣政府","南投縣","南投縣政府警察局南投分局南投派出所","540南投縣南投市彰南路2段109號","23.910262","120.68327"
"勞動部","南投縣","勞動部勞動力發展署中彰投分署就服中心南投就業服務站洽公櫃台","540南投縣南投市彰南路二段117號","23.91032","120.683042"
"勞動部","南投縣","勞動部勞動力發展署中彰投分署就業服務中心(南投就服站3F)","540南投縣南投市彰南路二段117號","23.910488","120.683023"
"勞動部","南投縣","勞動部勞動力發展署中彰投分署就業服務中心(南投就服站4F)","540南投縣南投市彰南路二段117號","23.910488","120.683023"
"南投縣政府","南投縣","南投縣政府文化局縣史館","540南投縣南投市彰南路二段65號","23.909487","120.684298"
"交通部","南投縣","中寮郵局","541南投縣中寮鄉永平村永平路133號","23.878322","120.768861"
"交通部","南投縣","中寮龍安郵局","541南投縣中寮鄉龍安村龍南路45-12號","23.941733","120.778063"
"文化部","南投縣","生活工藝館","542南投縣草屯鎮中正路573號","23.981077","120.691831"
"文化部","南投縣","臺灣工藝文化園區地方工藝館","542南投縣草屯鎮中正路573號","23.980686","120.691857"
"南投縣政府","南投縣","南投縣政府所屬草屯地政事務所大廳","542南投縣草屯鎮中正路579-1號","23.979121","120.689073"
"財政部","南投縣","臺灣土地銀行草屯分行","542南投縣草屯鎮中正路601之7號","23.9789259","120.686969"
"交通部","南投縣","草屯郵局","542南投縣草屯鎮中正路606號","23.979131","120.686294"
"內政部","南投縣","內政部營建署中部辦公室(營建業務)1樓檔案室","542南投縣草屯鎮中興新村省府路38號","23.953062","120.673086"
"經濟部","南投縣","台電公司南投區處服務中心營業廳","542南投縣草屯鎮太平路1段42號","23.956439","120.681072"
"行政院農業委員會","南投縣","林務局南投林區管理處","542南投縣草屯鎮史館路456號","23.99086","120.667069"
"經濟部","南投縣","中油公司南投縣草屯鎮草屯站","542南投縣草屯鎮玉峰里中正路880號","23.9846159","120.686587"
"衛生福利部","南投縣","草屯療養院社區心理衛生大樓","542南投縣草屯鎮玉峰街16號","23.980304","120.68795"
"南投縣政府","南投縣","南投縣草屯鎮戶政事務所一樓大廳","542南投縣草屯鎮玉峰街2號","23.979803","120.68916"
"衛生福利部","南投縣","衛生福利部衛生福利人員訓練中心","542南投縣草屯鎮南埔里南坪路528號","23.974069","120.729673"
"交通部","南投縣","高速公路局南投工務段會議室","542南投縣草屯鎮草溪路68巷7號","23.953304","120.6606445"
"衛生福利部","南投縣","草屯療養院-1樓門診大廳","542南投縣草屯鎮御史里14鄰玉屏路161號","23.989461","120.704985"
"衛生福利部","南投縣","草屯療養院醫護大樓1F","542南投縣草屯鎮御史里玉屏路161號","23.989461","120.704985"
"衛生福利部","南投縣","草屯療養院醫護大樓3F","542南投縣草屯鎮御史里玉屏路161號","23.989461","120.704985"
"交通部","南投縣","草屯大觀郵局","542南投縣草屯鎮博愛路449、451號","23.985713","120.684467"
"經濟部","南投縣","自來水公司草屯營運所","542南投縣草屯鎮博愛路6號","23.98112","120.693019"
"交通部","南投縣","草屯碧山郵局","542南投縣草屯鎮碧山南路20、22號","23.97817","120.680951"
"交通部","南投縣","草屯南埔郵局","542南投縣草屯鎮雙冬里中正路286-5號","23.979311","120.720444"
"交通部","南投縣","國姓郵局","544南投縣國姓鄉中興路303號","24.038417","120.854484"
"交通部","南投縣","國姓北山郵局","544南投縣國姓鄉北山村中正路四段168號","23.982882","120.871126"
"交通部","南投縣","國姓長流郵局","544南投縣國姓鄉長流村大長路345-1號","24.070594","120.875858"
"交通部","南投縣","埔里崎下郵局","545南投縣埔里鎮大城里中山路三段648號","23.971218","120.948561"
"經濟部","南投縣","自來水公司埔里營運所","545南投縣埔里鎮大城路9號","23.969203","120.95865"
"教育部","南投縣","國立暨南國際大學行政大樓1樓","545南投縣埔里鎮大學路1號","23.9511431","120.930665"
"教育部","南投縣","國立暨南國際大學行政大樓行政會議室","545南投縣埔里鎮大學路1號","23.9511431","120.930665"
"教育部","南投縣","國立暨南國際大學行政大樓第一會議室","545南投縣埔里鎮大學路1號","23.9511431","120.930665"
"財政部","南投縣","財政部中區國稅局埔里稽徵所","545南投縣埔里鎮中山路2段252號3、4樓","23.967565","120.968772"
"行政院農業委員會","南投縣","林務局南投林區管理處埔里工作站","545南投縣埔里鎮中山路二段124號","23.969607","120.972412"
"南投縣政府","南投縣","南投縣政府所屬埔里鎮戶政事務所大廳","545南投縣埔里鎮中山路二段246號","23.966806","120.969048"
"南投縣政府","南投縣","南投縣埔里地政事務所(3F)","545南投縣埔里鎮中山路二段248號","23.967458","120.969027"
"財政部","南投縣","台灣菸酒埔里酒廠展售中心正面","545南投縣埔里鎮中山路三段219號","23.96791","120.960203"
"交通部","南投縣","埔里南光郵局","545南投縣埔里鎮中正路265號","23.962031","120.970808"
"交通部","南投縣","公路總局臺中區監理所埔里監理分站","545南投縣埔里鎮水頭里水頭路68號","23.950811","120.971666"
"交通部","南投縣","埔里北平街郵局","545南投縣埔里鎮北平街131號","23.966248","120.967673"
"交通部","南投縣","埔里大坪頂郵局","545南投縣埔里鎮合成里西安路三段249巷2號","24.03757","120.92523"
"交通部","南投縣","埔里中心碑郵局","545南投縣埔里鎮和平東路490號","23.971656","120.976801"
"財政部","南投縣","臺灣銀行埔里分行","545南投縣埔里鎮東榮路112號","23.963764","120.96782"
"經濟部","南投縣","台電公司埔里服務所大廳","545南投縣埔里鎮信義路9號","23.976215","120.980759"
"交通部","南投縣","埔里郵局","545南投縣埔里鎮南昌街284號","23.967721","120.962221"
"交通部","南投縣","埔里第三市場郵局","545南投縣埔里鎮南門里東榮路77號","23.963182","120.966896"
"國軍退除役官兵輔導委員會","南投縣","臺中榮民總醫院埔里分院醫療大樓1F大廳","545南投縣埔里鎮榮光路1號","23.9787377","120.9939333"
"交通部","南投縣","仁愛霧社郵局","546南投縣仁愛鄉大同村仁和路83號","24.023326","121.132745"
"國軍退除役官兵輔導委員會","南投縣","國軍退除役官兵輔導委員會清境農場國民賓館大廳","546南投縣仁愛鄉大同村定遠巷25號","24.043393","121.156363"
"內政部","南投縣","合歡山管理站","546南投縣仁愛鄉榮星村松原巷11號","24.162231","121.287311"
"行政院農業委員會","南投縣","奧萬大森林遊樂區遊客服務中心","546南投縣仁愛鄉親愛村大安路153號","23.954922","121.170067"
"交通部","南投縣","仁愛萬大郵局","546南投縣仁愛鄉親愛村大安路38號","23.958033","121.151407"
"南投縣政府","南投縣","南投縣名間鄉戶政事務所","551南投縣名間鄉中正村彰南路42之1號","23.838427","120.702828"
"衛生福利部","南投縣","衛生福利部南投啟智教養院","551南投縣名間鄉仁和村山腳巷1-7號","23.849343","120.701471"
"交通部","南投縣","八卦山管理站","551南投縣名間鄉名松路二段181號","23.833866","120.636299"
"交通部","南投縣","名間松嶺郵局","551南投縣名間鄉松柏村名松路二段212號","23.834632","120.635561"
"交通部","南投縣","名間大庄郵局","551南投縣名間鄉南田路125號","23.873956","120.655644"
"交通部","南投縣","名間郵局","551南投縣名間鄉南雅街65號","23.836643","120.701965"
"交通部","南投縣","名間新街郵局","551南投縣名間鄉新街村彰南路405-5號","23.877766","120.693141"
"臺灣高等法院","南投縣","臺灣南投地方法院南投簡易庭","551南投縣名間鄉彰南路356-7號","23.86982","120.693368"
"交通部","南投縣","臺鐵局濁水站候車室","551南投縣名間鄉濁水村車站路153號","23.834674","120.704792"
"經濟部","南投縣","台電公司集集服務所大廳","552南投縣集集鎮大園巷18號","23.832618","120.799656"
"行政院農業委員會","南投縣","特有生物研究保育中心(特生中心保育教育館)","552南投縣集集鎮民生東路1號","23.8286711","120.801495"
"交通部","南投縣","集集郵局","552南投縣集集鎮民生路110-1號","23.828642","120.786022"
"交通部","南投縣","臺鐵局集集站候車室","552南投縣集集鎮民生路75號","23.826451","120.784891"
"經濟部","南投縣","自來水公司水里營運所","552南投縣集集鎮吳厝里民權路430號","23.826881","120.796171"
"經濟部","南投縣","水利署中區水資源局集集攔河堰管理中心","552南投縣集集鎮林尾里攔河路2號","23.820953","120.76519"
"內政部","南投縣","玉山國家公園水里遊客中心","553南投縣水里鄉中山路一段515號","23.813329","120.8505"
"交通部","南投縣","水里郵局","553南投縣水里鄉中富街28號","23.791952","120.861379"
"南投縣政府","南投縣","南投縣政府所屬水里地政事務所大廳","553南投縣水里鄉六合路19號","23.811246","120.854297"
"交通部","南投縣","水里北埔郵局","553南投縣水里鄉民生路167號","23.811281","120.855607"
"交通部","南投縣","臺鐵局水里站候車室","553南投縣水里鄉民權路92號","23.818517","120.853365"
"交通部","南投縣","車埕遊客中心","553南投縣水里鄉車埕村民權巷101-3號","23.834746","120.865606"
"交通部","南投縣","臺鐵局車埕站候車室","553南投縣水里鄉車埕村民權路2號","23.833253","120.866127"
"南投縣政府","南投縣","南投縣政府警察局集集分局德化派出所","555南投縣魚池鄉日月村中正路166號","23.848918","120.933142"
"交通部","南投縣","伊達邵遊客中心","555南投縣魚池鄉日月村文化街127號","23.848903","120.929329"
"交通部","南投縣","日月潭國家風景區管理處水社遊客中心","555南投縣魚池鄉水社村中山路163號","23.866462","120.911139"
"經濟部","南投縣","台電公司魚池服務所大廳","555南投縣魚池鄉水社村中山路281號","23.866726","120.904799"
"交通部","南投縣","向山遊客中心","555南投縣魚池鄉水社村中山路599號","23.85164","120.901785"
"交通部","南投縣","日月潭郵局","555南投縣魚池鄉水社村名勝街36號","23.864653","120.910999"
